,pr_1m_0m_cross,mv_cross,btm_cross,mom_12m_1m_cross,ram_12m_0m_cross,vol_3m_cross,res_mom_12m_1m_0m_cross,res_vol_6m_3m_0m_cross,asset_turnover_cross,gpa_cross,rev_surp_cross,cash_at_cross,op_lev_cross,roe_cross,std_u_e_cross,ret_noa_cross,etm_cross,ia_mv_cross,ae_m_cross,ia_ta_cross,rc_a_cross,r_s_cross,r_a_cross,fred_ff_cross,t3m_cross,t6m_cross,t2y_cross,t3y_cross,t5y_cross,t7y_cross,t10y_cross,aaa_cross,baa_cross,snp500_pr_cross,wilshire500_pr_cross,ted_cross,t1y_ff_cross,t5y_ff_cross,t10y_t2y_cross,aaa_t10y_cross,baa_t10y_cross,aaa_ff_cross,baa_ff_cross,core_cpi_cross,core_pce_cross,core_ppi_cross,cpi_cross,pce_cross,ppi_cross,trimmed_pce_cross,unemploy_cross,retail_mfr_cross,m1_cross,m2_cross,export_growth_cross,import_growth_cross,real_gig_cross,real_pig_cross,federal_tg_cross,real_gdp_cross,corporate_tg_cross,industrial_prod_cross,home_pr_cross,wti_cross,capa_util_cross,snp500_pe_cross,snp500_vol_cross,pr_1m_0m_serial,mv_serial,btm_serial,mom_12m_1m_serial,ram_12m_0m_serial,vol_3m_serial,res_mom_12m_1m_0m_serial,res_vol_6m_3m_0m_serial,asset_turnover_serial,gpa_serial,rev_surp_serial,cash_at_serial,op_lev_serial,roe_serial,std_u_e_serial,ret_noa_serial,etm_serial,ia_mv_serial,ae_m_serial,ia_ta_serial,rc_a_serial,r_s_serial,r_a_serial,fred_ff_serial,t3m_serial,t6m_serial,t2y_serial,t3y_serial,t5y_serial,t7y_serial,t10y_serial,aaa_serial,baa_serial,snp500_pr_serial,wilshire500_pr_serial,ted_serial,t1y_ff_serial,t5y_ff_serial,t10y_t2y_serial,aaa_t10y_serial,baa_t10y_serial,aaa_ff_serial,baa_ff_serial,core_cpi_serial,core_pce_serial,core_ppi_serial,cpi_serial,pce_serial,ppi_serial,trimmed_pce_serial,unemploy_serial,retail_mfr_serial,m1_serial,m2_serial,export_growth_serial,import_growth_serial,real_gig_serial,real_pig_serial,federal_tg_serial,real_gdp_serial,corporate_tg_serial,industrial_prod_serial,home_pr_serial,wti_serial,capa_util_serial,snp500_pe_serial,snp500_vol_serial
t10y_cross,0.0024439348,0.008766917,0.014283763,-0.01017447,-0.030744772,-0.0087422775,-0.008760035,-0.013953403,0.0071009593,-0.0135484785,-0.022271292,-0.012294038,0.009635552,-0.018742453,-0.021223571,-0.014948408,-0.0067305258,-0.0073605743,-0.010950696,-0.017531663,-0.008558211,-0.020698568,-0.016507216,-0.002772111,0.004692064,0.00070699106,-0.013679138,-0.00062644435,0.0053967517,0.014040168,0.005114571,0.008850292,0.0025342775,-0.012017489,-0.011408002,0.0038142614,0.0071500763,-0.007543423,0.00063955033,-0.009855558,-0.009711904,0.0003622655,-0.0030869192,0.007752067,-0.0044204732,0.014004385,0.012857131,0.0022658145,0.0062999655,0.0019670285,-0.0036330498,0.0037431866,-0.0018851918,0.006568135,-0.0005308994,0.009421076,-0.0053892056,0.01699927,-0.006440501,-0.007361498,-0.009496363,0.022183182,-0.010956535,0.008113984,-0.0029790811,0.0169323,-0.0046681664,-0.059059575,-0.00431018,0.030446814,0.0046478077,-0.030535772,0.0016325179,-0.0122336615,-0.0033522202,0.004851693,0.020110963,-0.004618226,-0.020912493,0.011410536,-0.0012874345,0.0016585903,-0.0026775636,0.02367643,0.0038260212,0.004542973,0.00851565,0.013370904,-0.012696816,0.0010932732,-0.0064045256,-0.0056860456,0.0024106419,-0.0029138152,0.0047770524,0.0029271261,-0.0035503309,0.001637165,-0.003408271,0.010325077,-0.0124123115,-0.013169726,0.014669226,0.0076183854,-0.01815599,0.0049810074,-0.0010740076,-0.009878323,-0.014488673,-0.002891332,0.011472034,-0.0034957062,-0.0038992465,0.012765079,0.0050976705,0.012654937,0.005658253,0.0027941242,0.019819563,0.012092914,0.014985873,-0.002047885,0.010568777,0.005790392,0.008900853,0.001550331,-0.000102336984,-0.008453816,0.029463151,-0.008551774,0.0134170335,-0.0057547227,0.020764852,0.0096536
aaa_cross,-0.016591927,-0.0044090925,0.013203437,0.0047924374,-0.026248189,-0.003867134,0.010970511,-0.009884101,0.0070952685,-0.027153175,-0.015229275,-0.011066364,0.0029138634,-0.015814636,-0.020010246,-0.015841348,-0.004749869,-0.0066820816,-0.0140726445,-0.009534894,-0.007993517,-0.016925389,-0.01179684,-0.004713237,-0.007891812,-0.0030195045,-0.0041806507,0.010327674,0.0048178607,-0.0009829886,-0.007119288,0.0055138157,0.0041333926,0.00063602894,0.00551424,-0.010080831,-1.9927975e-05,0.013354736,0.006031252,-0.009699987,-0.010150704,-0.010996832,0.008508786,0.008769489,-0.0008131461,-0.0025557098,0.0029559578,0.011925812,0.008577433,-0.020097096,0.01384181,0.00033602677,0.0057151956,0.017661726,0.00048087898,0.009757242,-0.0041687894,0.034161616,0.0034606378,-0.00076432433,-0.024999598,0.012760022,-0.006237017,0.030806437,0.0067947977,0.012896292,0.0072206217,-0.07375653,0.021496715,0.0027757115,0.015947945,-0.020341262,0.012599177,0.018245382,0.004537745,-0.0024859984,0.015616482,-0.007044125,-0.016284373,0.01784085,-0.0026610869,-0.017626872,-0.011545666,0.018280836,0.022507995,0.011870865,0.0178037,0.015193137,-0.009821549,-0.0074899895,-0.010078376,-0.0108761415,-0.018563427,-0.0042026094,0.0077073677,-0.009578242,-0.005264246,0.001594932,0.005618272,0.016369889,0.0065443437,-0.004038905,-0.0064909393,0.0032074973,0.0014774504,0.0052167624,0.003752293,-0.007833571,0.008558411,0.0053667543,0.002731348,0.0032418757,0.005429665,-0.0002139255,0.0069304258,0.007979165,-0.011453038,0.010334908,-0.0025104347,0.01753281,0.01395971,-0.005874909,0.0038025565,0.0053379443,0.028616175,0.0006506528,-0.0016237524,-0.0256464,0.011223815,-0.0040425304,0.034260385,0.0117291305,0.018473268,0.007323725
baa_cross,-0.00477009,0.012212718,0.009018746,-0.025302673,-0.011116637,-0.02166959,0.0016562073,-0.031347685,0.011088155,-0.005976463,-0.0057098023,0.0023003048,-0.019819943,-0.009782302,-0.0033593334,-0.0035891915,0.0049289633,-0.0028653273,0.0031159755,-0.013740905,-0.007432476,-0.0027218729,0.0007102711,0.0055387495,0.004563994,0.0036524243,0.00484645,0.008076405,0.0075571826,0.004036969,0.009119888,-0.0013727254,0.0030913411,0.013161907,0.014483616,0.010226084,-0.011838879,-0.005248788,-0.0009201063,0.0040866667,0.007603271,0.002741026,-0.012436854,0.0055225836,0.0036643932,0.005747026,0.003697713,0.0011575323,0.012222203,0.0037010387,0.015208067,0.0040586013,0.001395639,-0.001892674,0.005000463,0.016332103,0.0029135153,0.0011120517,0.0050977776,-0.0006454972,-0.0019064707,0.0020695024,-0.011536461,0.010875782,-0.004473206,0.0019826395,-0.0050742924,0.0058844592,0.019390123,0.004463653,-0.049306806,0.00090950495,-0.028695289,-0.016624624,-0.017024828,0.01320605,0.008994534,-0.0044176998,0.0019618338,0.013434904,-0.023006829,-0.009452929,0.0028965469,-0.023427965,0.010698658,0.0020079336,0.017881837,0.0028643215,0.008575029,0.009769433,-0.004869445,-0.00094765425,-0.006432034,-0.0056084185,-0.0045174574,-0.009136721,0.0051718815,-0.00033894624,-0.0003663235,0.004807062,0.015184594,0.017359404,0.0038499306,-0.006695319,-0.001336186,0.010241457,0.007706743,-0.00017137418,0.0024130892,0.00887891,-0.010033901,0.00440814,-0.007896628,0.0036299732,0.0024784305,0.013247685,-0.0021350211,0.0036895813,-0.0045516673,0.0027995447,0.003844796,0.0042535653,0.014526508,0.0095068235,-0.0055101244,0.006263347,-0.0075081685,-0.0056191334,-0.004574721,-0.0068633277,0.008396402,-0.009017612,-0.0039451416,0.00013387972
snp500_pr_cross,0.05409701,0.016414104,-0.008601047,-0.010457325,0.023193823,-0.020275198,-0.014799068,-0.03166641,0.008861449,-0.005884977,0.002176241,9.415799e-05,-0.02456309,0.018209781,0.033498004,0.0016044376,0.005649023,0.0034717289,-0.0028217107,0.0015253203,-0.00048146333,-0.011680385,-0.00084920455,0.008141921,0.0041382206,-0.005048207,0.009672592,-0.000585689,0.0141206635,0.0036631,-0.0022993556,0.008171305,0.017786406,-0.0028527542,-0.013720662,-0.010867908,0.014435203,-0.001888934,-0.004830401,-0.0010503866,0.0063539734,-0.0018751333,0.009230702,-0.0027117447,0.014008769,0.009913951,-0.018904895,0.005474013,-0.017682873,-0.017724782,-0.0053561544,0.012543715,-0.0064178673,0.002221647,0.014176465,0.023008049,-0.008984348,0.006177005,-0.0063376706,-0.006253213,0.014668653,0.0074806353,0.015246183,-0.010359584,-0.003376571,-0.0086594215,0.00883542,0.0678983,0.0012315905,-0.04905942,0.034995943,0.046242654,-0.07605673,0.020597812,-0.023344906,0.0056160204,-0.011077072,0.006422508,0.03234652,-0.02941662,-0.0006749905,-0.0071269562,-0.024959637,0.011566444,0.017448345,0.019095441,0.016430663,-0.016253056,0.012867716,-0.01993821,-0.005007405,-0.0067833746,-0.006840328,-0.008444807,-0.008271058,-0.006482991,-0.004252183,-0.00019779836,0.009444078,0.012481142,-0.0139047075,-0.023114845,0.0018209948,0.0061368714,-0.0055721453,-0.004023008,0.006205221,-0.0033115856,-0.00029239198,-0.0067216856,-0.0024011175,3.5490608e-05,0.017438238,-0.021147233,-0.009161729,-0.019349441,-0.0004208783,-0.012389103,0.011356714,-0.016521635,-0.015451711,0.013906509,0.014485233,-0.004005436,-0.0051107835,0.0032415292,-0.0038098805,0.014243634,0.007223919,0.018843688,-0.023757214,0.00519733,-0.0071695554,0.0038023544
wilshire500_pr_cross,0.04047735,0.009373793,-0.002985358,0.0028130794,0.007052554,0.01025977,0.0023434083,0.009412541,0.0018223487,-0.009811278,-0.0014824803,-0.015425224,-0.0021109493,0.0068298895,0.022295417,3.4950906e-05,-0.0023434137,0.005582647,-0.003518912,0.0068312273,0.008948107,-0.0062190006,0.0018588317,-0.016748926,-0.020664386,0.0063639227,-0.0015832315,-0.0035063217,0.0005294494,-0.0013570817,-0.011273044,0.00082148775,-0.0023024636,-0.007411335,-0.012008048,-0.023298671,0.0065072933,0.009365589,0.00954231,-0.0071962415,0.004478025,-0.0019108312,0.01419392,-0.008827043,0.0015732355,-0.005392311,-0.008569965,0.0053524543,-0.014340235,-0.010487631,-0.0105944825,0.007592364,-0.0046890643,0.0160501,-0.0016773886,-0.002205528,-0.019217711,0.01550837,-0.0037353134,0.0018161897,-0.004777684,0.0077693663,0.0041265525,-0.00537726,0.004620494,-0.0031338104,0.021438835,-0.023605414,-0.0044686254,-0.043761406,0.0814215,0.037827782,-0.0199945,0.034445044,0.015757218,-0.0100226635,-0.005847639,-0.010257779,0.010245603,-0.033660244,-0.006521631,0.0032209316,-0.022590687,0.0013178304,0.014282022,0.010298096,0.01367217,0.0040007737,0.0024427862,-0.0014080614,-0.00475108,0.002333448,-0.004589142,-0.0030985218,0.0055132946,-0.0041486607,-0.007336575,-0.017062,-0.011945407,-0.0059161815,-0.015783682,-0.02366228,-0.0041434914,0.0014830022,-0.0133546265,-0.0011417617,-0.008599016,-0.0022461424,0.00085642305,-0.007907354,-0.0029944587,-0.002599446,0.0089605125,-0.013964872,-0.0037340508,-0.017035453,-0.008526745,0.004215874,0.016819732,0.0021327785,0.010741522,-0.0035515006,-0.015189166,-0.00059013575,0.014448317,0.0029714364,0.0023624734,-0.006853243,0.014813971,0.009735421,-0.013177765,0.004790211,-0.006388131,0.017947042
ted_cross,-0.051023573,-0.021653812,-0.009330713,-0.002240324,-0.014462073,4.9633498e-05,-0.000104163715,-0.00088851945,-0.019668408,-0.009662606,-0.0077439295,-0.0045682006,0.008696446,-0.015985515,-0.030029876,-0.022805966,-0.013502845,-0.0135364635,-0.0086582815,0.0023391326,-0.012803967,-0.0035922038,-0.011350636,0.008724266,0.0071061575,0.0043003173,0.011107082,0.01930354,0.016284833,0.0040922686,0.0071515148,0.00046363252,-8.78307e-06,-0.0033602873,0.006426364,-0.003581969,-3.553112e-06,-0.004196028,-0.0007644341,-0.015300054,0.0026531664,-0.0013987178,-0.016777895,0.013861024,-0.018228093,0.008299363,-0.00515754,-0.011592969,-0.002956067,0.005915229,-0.004751813,-0.0016241461,0.008320925,-0.008572318,0.005720273,0.0048217243,0.016846254,0.011206403,-0.009867269,0.021113245,-0.014847372,-0.023646753,-0.0053103413,0.012723354,0.009523669,0.007104664,-0.00088536495,-0.045818705,-0.0059719803,0.013582233,-0.033815354,-0.018138861,0.026514068,-0.007793123,-0.008992305,-0.0032853421,0.005452739,-0.008707859,-0.006424624,0.036801897,-0.0031396486,0.0017811435,-0.010770482,-0.0020099329,-0.012500061,-0.006556692,-0.008817325,-0.001519209,-0.0034017004,0.0042422353,0.016446415,0.013517492,0.010139458,0.009275609,0.020923985,0.0047905515,0.010251278,0.010794657,0.008031039,0.009515928,0.0027806067,-0.0004839329,-0.001958658,0.0059107803,0.0022210036,-0.0028220452,-0.005950408,-0.009306539,-0.006238002,-0.0032295387,0.012620529,-0.008938715,0.010375019,-0.0009179353,-0.013610816,0.0006676197,0.00913453,-0.014111433,0.0008650406,0.016329119,-0.014227395,0.011388339,0.009750513,0.020914763,0.02217737,-0.017676575,0.011374776,-0.008497926,-0.017361164,-0.014531505,0.026635014,0.008429205,0.014701298,0.0012637634
t1y_ff_cross,-0.010382629,0.014155958,0.0016553391,0.008841723,-0.011065545,-0.0066513508,-0.007102306,-0.006932224,-0.007814174,-0.010235252,-0.013683208,-0.0045927507,0.008731599,-0.022424884,-0.021437394,-0.006938641,-0.0049977237,-0.0029924302,-0.008784664,-0.010717716,-0.0049512153,-0.014797642,-0.008226852,0.002479606,-0.0044098995,-0.0031603999,-0.00088973984,0.0051851138,0.008300507,0.004523442,-0.0042974562,0.00607268,0.0046524843,-0.015542684,-0.017649123,-0.0008486316,0.016748432,0.005567598,-0.006722319,-0.004625119,-0.010365778,0.004131663,-0.012159614,-0.012312887,-0.0036548702,-0.007214533,0.011497651,-9.085063e-05,0.0077880207,-0.009991255,-0.0038101696,-0.00060433045,-0.011533155,-0.0052015125,-0.0016208809,0.011608062,0.0019343657,0.01950357,-0.0016516832,-0.0050071767,-0.014090828,0.018550074,-0.004049626,0.012280895,0.010526442,0.007012493,0.0020957245,-0.044684518,0.017328316,0.007787811,0.005687243,-0.01643543,0.014804526,-0.008658315,0.0110363895,-0.009165008,0.023842089,0.0022371728,-0.01729845,0.019309862,-0.005488327,-0.019030817,-0.007841035,-0.015257964,0.012056568,0.008916847,0.01169058,0.012875026,-0.006025273,0.014658056,-0.0070443996,-0.005665693,0.001954198,0.00020547642,-0.00044980802,-0.004899302,-0.0036535258,0.011153079,0.0031669107,0.010623002,-0.0097414,-0.010281139,-0.00659104,0.015604646,-0.0041444027,-0.0014312743,0.006786549,-0.0032079911,0.008673031,0.00045255074,0.004986572,-0.0023059256,-0.00593907,0.016243892,0.012320471,0.013090195,0.0031694528,-0.005510511,0.0051642354,-0.0013911297,0.006881795,-0.0027485997,0.0069830776,0.001082891,0.00942415,-0.004159623,-0.0037084257,-0.012919888,0.02107512,-0.011892318,0.016446782,0.0074647823,0.008559423,0.009148264
t5y_ff_cross,-0.0029879983,0.006317059,0.005955878,-0.019015474,-0.008824713,-0.010094535,0.013553724,-0.010954455,0.005875126,-0.0020662318,0.0049741636,-0.015175908,-0.015691606,-0.0012953816,0.008658271,-0.004596848,0.007994082,-0.0013482142,0.0018679489,-0.017500019,-0.004025738,0.004583793,-0.0049873167,-0.0071982252,-0.007384725,0.018950772,-0.0041352618,-0.01059241,-0.004609324,0.0056295074,0.0016723757,-0.0017524941,-0.0014523861,0.011003704,0.010398595,0.010618729,0.001034835,0.0019922315,-0.008049397,-0.005174786,0.0054400046,-0.0012191953,-0.0061678616,-0.0020716651,-0.015000742,-0.01688195,0.007093672,-0.0002534897,0.014122253,0.016580496,-0.014946528,0.0009911002,0.013468122,0.0037075265,-0.0142153455,-0.0071693473,-0.0010440031,-0.00755981,0.0032570101,-0.0010045125,-0.007886766,-0.010413584,0.0033740068,0.003223464,-0.008350749,-0.00922404,0.005479871,-0.028061813,0.002614631,-0.009541758,-0.009033315,0.031321343,-0.04364361,2.466992e-05,-0.019836761,0.009180412,0.014006917,-0.00086764805,0.029418187,-0.009417388,-0.0060640736,-0.0015640364,0.01286675,-0.01845456,0.00043799053,-0.0016411144,-0.010217658,-0.0052380036,0.008250466,-0.012859167,0.0011293946,-0.0010329061,-0.0061591747,0.006712291,0.0039998675,-0.004899741,0.0018639492,-0.005801304,0.0025121865,0.009909184,0.0047505973,0.0033608042,0.023072226,0.000306605,0.003832869,0.0018160217,-0.012172203,-0.0129025765,5.9396145e-05,0.0045734285,-0.018868655,-0.010713453,-0.0051184143,0.009906334,0.003075609,0.008232044,0.007886129,0.0021344773,0.0063971076,0.021422371,0.011786568,-0.010522004,-0.011361085,-0.0034298399,-0.012428521,-0.0041711535,0.009499051,0.0046645445,-0.009262603,0.009971789,0.0051070442,-0.008135444,-0.0074080676,0.008877518
t10y_t2y_cross,-0.033034384,-0.014940616,-0.0013489139,-0.024355825,0.00037323823,-0.0101397345,0.010878405,-0.011116676,-0.008505886,0.016510012,0.0065669175,-0.008667391,-0.017161315,-0.002038902,0.0018479675,0.005578677,0.006434075,-0.0017216413,0.0076427185,-0.0039077336,-0.005131957,0.01996389,0.0033103784,0.012935621,0.02191232,-0.0015156526,0.005010836,0.011058476,0.010373272,-0.0071781273,0.0076754084,-0.0101964595,-0.012125217,0.014743183,0.023159936,0.015864737,-0.014945127,-0.0060513527,-0.00971264,0.0022908796,-0.0046881693,-0.004848285,-0.02049628,0.0005334152,-0.017984504,-0.003947992,-0.004469528,-0.018035103,-0.0022079502,0.0020105871,-0.017443981,-0.015456866,0.017241903,-0.005577382,-0.008046062,-0.0027008532,0.019315705,-0.011917401,0.0039249747,0.011216701,-0.013847035,-0.042377677,0.008887369,-0.012049867,0.004564228,-0.010528594,-0.0069150385,0.03429695,-0.016088078,0.02569025,-0.08171465,0.014679319,0.0021318477,-0.017584119,-0.0037097097,0.01522107,0.0033843503,-0.012293945,-0.007349606,0.010958341,-0.007638207,-0.0037421158,0.014637489,-0.041130673,0.004844246,-0.0033551557,-0.014629708,-0.0035043166,0.020456845,0.020334115,-0.0042568645,0.0141319055,0.0018608784,-0.0011055224,0.00053995725,0.007848557,0.0041544936,0.020276178,-0.003366556,-0.009330547,0.030038446,0.03501013,0.005335353,-0.004431055,0.009753483,-0.0064619076,-0.0027219788,-0.0050183376,0.0025104892,-0.006168868,0.0038293023,-0.013800393,-0.003998379,-0.0032184173,-0.011223997,0.0012785366,0.013731286,-0.009790914,-0.02204783,0.018189609,0.007201294,0.008885394,0.0044936,0.014023964,-0.0083909985,-0.012334688,0.0009838123,-0.0029434534,-0.044433653,-0.0037126588,-0.003649498,-0.0011398733,-0.0050237053,-0.003831028
aaa_t10y_cross,-0.029818313,-0.016511576,-0.0044900393,0.01102025,0.011305389,-0.00092036603,0.0132513195,0.0019592175,0.0019615104,0.0029600284,0.004478562,0.0018619503,0.013136554,0.0010949117,-0.020570183,-0.010479863,0.0010868565,-0.00055393705,0.004183794,0.015673056,-0.00023793953,0.0041794623,0.006037371,-0.008591583,-0.005994016,0.014299613,-0.009207277,-0.0055259657,-0.009152756,-0.0029847845,-0.0023566822,-0.008208496,-0.0016389871,0.010353715,0.019235175,-0.009546601,0.0025228625,-0.0002190998,-0.01132283,0.0008799088,-0.0037642631,-0.011931809,-0.004644065,0.018953063,-0.011546473,-0.00078129047,-0.0027154456,-0.012468572,-0.0072194072,0.010289868,0.008912289,0.0009420466,-9.470445e-05,0.0071061505,0.0034194514,-0.0024933068,0.008483586,0.006311591,0.0024424677,0.0024393275,0.008702523,-0.0109696975,0.0010676965,0.0030714727,0.007745769,0.00896275,0.0022588575,-0.0040473193,-0.0018171271,-0.0004099593,-0.020236382,-0.012957762,0.019528586,0.0044411398,-0.0018850307,0.01177335,0.030402124,-0.0073770024,-0.007025259,0.02839321,0.02005007,-0.005110129,-0.00096386124,0.01816979,-0.0012626488,0.011970115,-0.00083710253,-0.0042097447,-0.0055202194,0.007312066,-0.00058808114,-0.001805171,-0.011573034,0.007228589,0.0067898775,-0.00020787981,0.0064361724,0.0013488153,-0.0024253135,-0.0076373066,0.018119473,0.01738233,-0.017082708,0.010537346,-0.0019816516,-0.00400068,-0.0007896732,-0.015257708,-0.0059072985,-0.0044312123,0.0010814755,-0.0019838952,0.009638136,-0.008722134,-0.0024747283,-0.009647712,0.018930765,-0.006536202,-0.003415634,-0.002184978,0.0009982575,-0.011202712,-0.007616179,-0.0014138856,-0.00060007046,-0.008813972,0.010525989,0.0144849615,-0.016963378,-0.0033667032,0.005082064,0.012168226,0.009084877,0.0008052253
baa_t10y_cross,-0.023954574,0.0022249187,0.0067543183,-0.010545943,0.009161541,-0.011953071,0.0096676685,-0.013193538,0.017229889,0.0061812783,-0.0011646933,0.026471246,-0.019258415,0.0042739618,-0.0063393353,0.014869247,-0.0031571232,-0.004691606,0.0042482084,-0.0018626992,-0.005192738,0.0073080715,0.008737858,-0.00031735306,-0.012321524,-0.007382199,0.007493628,0.0045038755,0.0027937118,-0.0056923013,0.0043569044,0.002261184,0.004854788,0.018634265,0.021407016,0.011360142,-0.008740579,0.011423064,0.010464418,-0.0028331438,0.012006257,0.004930352,0.011489438,-0.0009772895,0.008514937,0.009396321,-0.0032444613,0.004890802,0.0070049325,-0.0006853733,0.011951488,-0.0027561518,0.0133831,-0.0021083402,0.0014649178,-0.0039188657,0.0029199312,-0.010495971,0.0075803427,-0.0035045508,0.0026097067,-0.011034245,0.002046938,0.009269692,-0.006536407,-0.0025738692,-0.0066313073,0.041763972,0.02955486,0.016943032,-0.067176215,-0.027493753,-0.009201821,-0.0057518836,-0.020837668,0.011467041,0.00035630993,0.0031093655,-0.0016775992,0.006906594,0.006812156,0.00047521596,0.032055862,0.0019299657,-0.01265959,-0.0061452254,-0.0038313328,-0.011614099,0.0021213274,-0.0027840296,-0.003833861,-0.0072558164,-0.010517727,-0.006301515,-0.00046226825,-0.0045663873,0.012013023,0.0058600823,0.013952244,0.005529311,0.022642296,0.018423157,-0.00815351,-0.0083091585,0.020094834,0.011599644,0.0061453595,7.21789e-05,0.0164904,0.0037922335,-0.015305102,0.010971669,-0.011712562,-0.006461354,-0.0014606711,0.009690908,-0.013112141,0.008288436,-0.022360826,0.006887589,-0.005258511,-0.0010775857,0.009453037,-0.00170424,0.0021320477,0.00017949427,0.00095649186,0.0018325439,-0.022463564,0.0016106765,0.009233794,-0.0046813805,-0.0020702323,-0.0127236275
aaa_ff_cross,-0.04047939,-0.024592806,-0.012243461,-0.0005882315,-0.007519721,0.0068949745,0.020118799,0.0077831033,-0.02271546,0.0017492869,0.0077617373,-0.007523063,0.0018860815,0.015221152,-0.008097799,-0.013477117,0.011271362,-0.0010278106,0.004062408,0.018638914,-0.0013017511,0.016184485,-0.00042712415,0.010552194,0.0006816753,-0.011774528,-0.0022432122,-0.002519305,-0.007724586,-0.006053537,0.014661277,-0.0049999114,-0.004929659,0.0061116084,0.009437423,0.010867335,-0.012646882,-0.00011725066,-0.007172789,0.0077884695,0.0033851154,0.004418894,-0.022197844,-0.0033068534,-0.018304227,-0.0024118293,-0.005037579,-0.0144993,0.001587749,0.0121010225,0.013227834,-0.021614373,0.013822777,-0.007935901,-0.0034235322,0.0023115042,0.013824732,-0.012149082,0.006031274,0.0073385695,-0.01118328,-0.033670966,-1.3997371e-05,0.004987833,0.0053471555,-0.006326154,-0.0064034835,-0.018416146,-0.007458998,-0.02673512,-0.0152911125,0.0040411777,0.02915867,0.015273517,0.009413537,-0.005004145,0.0073032416,-0.01594689,0.016763454,0.027972741,0.008575471,-0.007794578,0.0018162593,-0.0031042413,-0.0041660047,-0.004586835,0.018445503,0.011686104,0.0038617547,0.005328965,0.006666663,0.014212765,0.013170878,0.011959575,-0.0031403392,0.012034164,0.0007186599,0.009277962,0.0007923623,-0.005254331,0.0055926265,0.01854507,-0.0031410526,-0.0041631265,0.022943404,-0.0038127466,-0.00084441644,0.0061513176,0.001517655,0.0070462897,-0.005788177,-0.008019937,-0.0059667947,0.0039709737,-0.003921301,0.002490924,0.0024712905,-0.008187259,-0.026900798,0.008673823,-0.0066402047,0.004024045,0.0119840875,0.011111472,0.0023555227,-0.006569136,0.013352655,-0.0087378295,-0.032219686,0.0065797423,0.014847736,-0.008039301,0.0031267912,0.00033941946
baa_ff_cross,-0.021959385,-0.02666653,-0.0028724556,-4.651409e-05,-0.005438495,0.010350044,0.022653565,0.012301153,0.0005451863,0.011787089,0.010258065,-0.014832908,-0.0052956366,0.012719092,0.00828909,0.0016417706,0.0029850733,0.0042384355,0.010303961,0.010130888,0.0023624303,0.021095488,0.005489819,0.006059058,0.008158978,-0.020419287,-0.0073579075,-0.0057089184,-0.009598358,-0.001961522,0.010710448,-0.0075235623,-0.0056758267,0.007973792,0.020130651,0.026048884,-0.019093914,-0.0024164782,0.004276582,0.0043548397,-0.0069985,0.010974008,-0.008311965,0.002762399,-0.006667013,-0.0080072805,0.002582227,-0.005650667,0.0048365104,0.004892957,0.0003316492,-0.023172855,0.014513906,-0.007737831,-0.002471016,-0.0076148845,0.014249228,-0.011725107,0.0074537657,-0.0013185478,-0.014997061,-0.03612564,0.00572993,-0.0003856107,-0.004047041,-0.009349833,-0.010160679,0.02094065,-0.023236891,-0.0027998043,-0.02154799,0.01771942,0.025249414,0.008473454,0.012085089,0.0092572775,-0.02322378,-0.029082954,-0.009149259,0.0034415144,-0.0030871728,-0.007934994,-0.0074141244,-0.026250929,0.0054639396,-0.001779517,0.0011243648,-0.0001269622,0.020205883,-0.0062787035,-0.0068543614,-0.001657884,0.0014848174,-0.0054747663,-0.005385376,0.010799988,0.0013736405,0.0082443375,-0.0022205159,-0.0017678507,0.008797321,0.017322049,0.014373954,-0.019814286,0.021149194,0.005043923,-0.004306486,0.009097285,1.1354103e-05,0.0036726252,-0.0043465015,-0.0013237238,-0.015068171,-0.00074399414,0.00072878704,-0.0031187697,-0.004104268,-0.0026574435,-0.032751452,0.010195829,0.0048249913,0.0032012933,0.0046201516,0.0024180047,-0.0101941535,0.0043287724,-0.0029457454,-0.01925811,-0.038354293,0.0023554612,0.0036127926,-0.009500805,-0.009533807,-0.009485478
