,FISV,KLAC,NTDOY,LRCX,TCOM,CRM,NTES,CERN,SWKS,ICE,MSTR,XLNX,AMD,ANSS,MU,LPSN,MELI,ONTO,ASML,NVDA,BKNG,GOOGL,ADI,AEIS,BIDU,EBAY,AAPL,CDNS,ATVI,AMZN,TSM,MRVL,CSCO,EGHT,INTC,EXAS,MSFT,ORCL,IDXX,PAYX,ADSK,ADP,MXIM,MCHP,DIOD,QCOM,INTU,TXN,POWI,CHKP,ADBE,AMAT,SNPS,NFLX,FORM,EA,MTCH,AVGO,IRDM,SPSC,TSLA,NXPI,PACB,PRLB,FB,SPLK,IOVA,WDAY,FATE,TWOU,TWTR,JD,BABA,SQ,PSTG,TEAM,PYPL,SHOP,TDOC,NVTA,ALRM,Z,NTLA,TWLO,CRSP,OKTA,SPOT,DOCU,ROKU,SE,NIO,GH,TWST,BNGO,UBER,ZM,PDD,PD,TXG,PTON,VIR,BEAM,OCFT,RLAY,BEKE,U,PLTR
MSTR,0.004823899,0.010318292,0.008439961,0.009884836,0.0073446017,0.011390099,0.010600775,0.00911748,0.007993356,0.0047975546,0.012522233,0.009366004,0.004263011,0.008222816,0.0057208696,0.0005536033,0.005297996,0.008993928,0.008996297,0.009253629,0.009561479,0.010713636,0.0083365785,0.007870311,0.007439726,0.010790238,0.0088648675,0.010299127,0.009921916,0.010033045,0.008246721,0.01116433,0.0073214127,0.0045696516,0.008046852,-0.0020135846,0.012164441,0.01089216,0.0069179945,0.0075502805,0.006613726,0.0065344973,0.010837138,0.0020960425,0.0068000443,0.0060847076,0.009790288,0.012164227,0.013262764,0.010091939,0.010607363,0.009582297,0.011048675,0.007854281,0.00816249,0.0102433255,0.0054010022,0.006887759,0.0031794785,0.010159317,-0.00019205967,0.008207974,0.004851208,0.006382793,0.010544622,0.004359287,-0.0036275196,0.0033530528,-0.0035441243,-0.0025360761,0.0036079483,0.007054338,0.008576733,-0.0009557139,0.0027161427,0.0052468814,0.0082950685,0.005414171,0.008466988,-0.005231246,0.007718403,0.004303205,-0.0014556684,0.0027774768,-0.0031620944,0.0018494474,0.006405861,0.0076903766,-0.0016124446,0.0020740638,-0.011788092,0.0020154975,0.004747954,-0.009196954,0.008774814,0.009017047,0.005165287,0.0043761916,0.005104419,-0.0012779459,0.0012086052,0.0018299688,0.003122273,0.0035252692,0.00026952382,0.0063261837,0.004823899
XLNX,0.00962256,0.0137263145,0.012448896,0.013681749,0.012926586,0.0136116035,0.013228341,0.012033183,0.012366839,0.008745116,0.0141950585,0.013929636,0.00929989,0.012057473,0.010585354,0.007014619,0.009768306,0.012922047,0.011740414,0.0126616815,0.013720299,0.013359813,0.011651535,0.011846913,0.011628155,0.0137804095,0.011470264,0.013420319,0.012999215,0.013030002,0.011586236,0.013674753,0.01188996,0.009422258,0.012263645,0.0067208223,0.014478449,0.014039512,0.0114850495,0.012576328,0.010330249,0.011874159,0.0139815025,0.008588098,0.012496158,0.01043213,0.013459714,0.015007435,0.016028315,0.012486733,0.013250239,0.0131092025,0.013508963,0.011368436,0.012245338,0.013371041,0.01147598,0.0107723195,0.008440295,0.013680286,0.006433186,0.011210845,0.009721368,0.011379728,0.013136081,0.009072487,0.0036342563,0.008704652,0.0039512585,0.00487304,0.010553918,0.012152687,0.0118896505,0.0056318203,0.0077455384,0.0090176305,0.011786343,0.010135443,0.012382139,0.0036978622,0.012471963,0.009358262,0.006040069,0.0081477305,0.0046841493,0.0072521903,0.010710705,0.010515705,0.0062254593,0.007949707,0.00066798297,0.009044351,0.008952766,0.0023382993,0.013446326,0.012494798,0.009185477,0.010105398,0.009799036,0.0062836325,0.007831672,0.008626309,0.008979393,0.009609823,0.006746768,0.010446905,0.00962256
AMD,0.0067347535,0.011390641,0.00991943,0.011324603,0.010211457,0.011758688,0.010980768,0.010396163,0.0100910785,0.0067439023,0.01240194,0.011612574,0.007303952,0.009948478,0.008158882,0.0055231955,0.007378131,0.010497591,0.009738773,0.010365827,0.011708365,0.011234953,0.009578593,0.009550186,0.008955417,0.011745656,0.009769996,0.011513797,0.010532392,0.011081027,0.009656959,0.011350242,0.009894579,0.0077771526,0.01034729,0.0049041635,0.0123108905,0.011904344,0.009773043,0.010680927,0.008514833,0.009809884,0.011614837,0.0063205655,0.009682081,0.00808033,0.011631623,0.0128948055,0.013548298,0.011063941,0.011419983,0.010916967,0.011615908,0.009177007,0.009848973,0.010982088,0.009456274,0.0089096725,0.005621939,0.011535963,0.0039379317,0.009356577,0.0076448414,0.009021737,0.010897303,0.0071688676,0.00073603867,0.00716805,0.0009236946,0.0021096847,0.007995505,0.009919707,0.00939621,0.0036977306,0.0057521607,0.0069743246,0.009668687,0.008467938,0.009774402,0.001285244,0.010260021,0.007006275,0.0021720682,0.0063635167,0.0009634299,0.0048771747,0.0084800795,0.008737077,0.003546127,0.004953072,-0.0034940264,0.0064249192,0.006278417,-0.0006097839,0.010850481,0.010458145,0.006200798,0.007861235,0.00824496,0.0041879113,0.0049238317,0.00527986,0.007006063,0.006378143,0.0044016945,0.007624401,0.0067347535
ANSS,0.009018766,0.013965569,0.012128799,0.01368168,0.012193466,0.014344653,0.013195377,0.012806649,0.012123884,0.009253637,0.015042281,0.013959762,0.008852122,0.012308642,0.0103498325,0.006826368,0.009813503,0.013045211,0.0123245,0.012719694,0.013897324,0.013911798,0.012068614,0.011922095,0.011408741,0.014188061,0.011947964,0.013922069,0.0130243795,0.013331042,0.012023892,0.013750744,0.012044725,0.00944181,0.012513275,0.005268102,0.015221203,0.014531284,0.011514797,0.012848802,0.010465745,0.0120042125,0.014087862,0.0077495854,0.011694208,0.010148347,0.014032199,0.015449332,0.016180867,0.013390156,0.0139319645,0.013202247,0.01423429,0.01137078,0.012207944,0.0134732295,0.011028012,0.011189485,0.008040999,0.014011449,0.0048755496,0.01159974,0.009197859,0.011084654,0.013632373,0.008951589,0.002185009,0.008706507,0.0028148806,0.0032090885,0.009477964,0.011636591,0.011939033,0.004703691,0.0073478026,0.009339902,0.012254664,0.010219308,0.012113175,0.0017893179,0.0122807,0.008897513,0.0041499836,0.007808578,0.0027413764,0.006845776,0.010234723,0.01086594,0.0045008054,0.0072117876,-0.0035105345,0.008048015,0.008664554,-0.00040344312,0.012760675,0.012326107,0.0083406465,0.009463775,0.009769916,0.005120378,0.006493799,0.0073179333,0.008394077,0.00846289,0.0059587504,0.010068246,0.009018766
MU,0.0054651373,0.009678493,0.00828646,0.009660681,0.008646083,0.009802423,0.009402481,0.008308701,0.0084757805,0.00490012,0.010442738,0.009755278,0.005593612,0.008121315,0.006527166,0.0036694137,0.005697403,0.008879447,0.007830109,0.008641503,0.009682115,0.009384464,0.007774662,0.007847097,0.007299778,0.009869527,0.007941216,0.0096574705,0.008951767,0.009170194,0.0077109328,0.00996213,0.007991511,0.005980799,0.00844657,0.003268044,0.010482317,0.009952866,0.007849846,0.008659965,0.0066157617,0.007840789,0.00998994,0.004838702,0.008249003,0.006399934,0.009633889,0.011101117,0.012085669,0.008891821,0.009402386,0.009175275,0.009674943,0.0073600914,0.008285526,0.009290177,0.0077304207,0.0068776067,0.004195203,0.009727376,0.0025756175,0.0074461065,0.0060306564,0.007353206,0.009072536,0.005388479,-0.0003766322,0.005201854,-0.00018876186,0.00081516383,0.0065518245,0.008329264,0.007815865,0.0021084966,0.0039806827,0.005169601,0.0077897916,0.006556932,0.008353236,-0.00012547709,0.008601526,0.005577675,0.0012514205,0.004677419,0.00029104017,0.0033313213,0.006880323,0.006998198,0.002351325,0.003688462,-0.0037339835,0.0049648467,0.0049309838,-0.0017961683,0.009268342,0.008908366,0.0049894974,0.006252671,0.0064404784,0.0026303339,0.0036695856,0.004247692,0.0053949202,0.0055122906,0.003017838,0.0063137733,0.0054651373
LPSN,0.005290026,0.0075192116,0.0079552755,0.008230614,0.00854781,0.0069915904,0.008711471,0.005415067,0.007815664,0.002023233,0.0073765293,0.007917154,0.0059780856,0.006171979,0.0055843126,0.0027643,0.0037842402,0.006739076,0.0053068874,0.007339001,0.008004092,0.0067118816,0.005303355,0.006173671,0.0062636514,0.0077826194,0.0061381175,0.0070763836,0.0075439247,0.0077011352,0.0056110136,0.008514936,0.006182868,0.004852988,0.0065693017,0.005777334,0.007029947,0.007258719,0.006717227,0.006139612,0.005624957,0.0056324108,0.008385198,0.0054016057,0.008287695,0.0058950167,0.0067866454,0.008597087,0.00993093,0.00600286,0.006701542,0.00780011,0.006699485,0.0065663974,0.00668058,0.007812615,0.007480211,0.0047196336,0.0028795209,0.00723718,0.0058468785,0.0057555977,0.006350451,0.006563649,0.006523844,0.0046988167,0.0017064749,0.0042229192,0.00025281776,0.0038803767,0.0073863105,0.008260249,0.006249375,0.0036503812,0.004301988,0.0030278321,0.0051611895,0.0054084733,0.007301609,0.0035276273,0.007471306,0.0052002533,0.0036274102,0.004523328,0.002618929,0.0027981317,0.0071201907,0.0052220235,0.005148988,0.0030663866,0.0044708825,0.0053796456,0.0038951137,0.003045054,0.00990558,0.008397044,0.0058458587,0.0064460267,0.005618413,0.0041839182,0.005605059,0.0051392,0.0058613005,0.005983167,0.003290595,0.0056319525,0.005290026
MELI,0.007237528,0.011272016,0.0100713745,0.011239584,0.0104990415,0.011301614,0.011126549,0.009802296,0.01009334,0.006318393,0.011894093,0.011475122,0.0073061665,0.009704627,0.008180465,0.0051193656,0.0073122615,0.010413652,0.009447864,0.010388664,0.011409831,0.011028085,0.009287881,0.0095186895,0.009256962,0.011489155,0.009442956,0.011203776,0.010685915,0.010818072,0.0092964955,0.011553825,0.00964499,0.0075357854,0.009976198,0.0049507446,0.012012291,0.011613881,0.009395211,0.010154031,0.008291917,0.009329242,0.011691778,0.006502929,0.0097380765,0.008297918,0.011164365,0.012592348,0.013552849,0.010362368,0.011036463,0.010821734,0.011201418,0.009110324,0.009739176,0.011063421,0.0092636645,0.008493754,0.005739891,0.011307239,0.004354284,0.0090221185,0.007627285,0.009012848,0.010743312,0.0070147663,0.0015010871,0.0067607127,0.0015717712,0.0027773832,0.008282454,0.009984927,0.00949497,0.0039544357,0.0058820113,0.006778172,0.009338567,0.008091032,0.009847403,0.0016711361,0.010227057,0.0072784643,0.003427348,0.00632006,0.002346571,0.004962621,0.008704341,0.008577343,0.0041586673,0.005372668,-0.0014802779,0.006676805,0.00664421,0.00033282116,0.011155662,0.010569893,0.006878367,0.008141759,0.008098724,0.004453668,0.005685537,0.0061827353,0.0070846872,0.0074177063,0.0046719396,0.008021883,0.007237528
ONTO,0.007526731,0.01256339,0.010485492,0.012176816,0.010411537,0.013060259,0.011744178,0.011558254,0.01056328,0.008067962,0.013818857,0.012399428,0.0072207632,0.010904866,0.008830164,0.005353977,0.008408851,0.011662279,0.011054635,0.01123794,0.0122950645,0.012607343,0.01077987,0.01051226,0.009849945,0.012810788,0.010674969,0.012635187,0.011590212,0.011874721,0.010645622,0.012465846,0.010577013,0.008014221,0.011081125,0.0032200515,0.013983892,0.01315102,0.009992086,0.011366761,0.009000492,0.010465793,0.012669818,0.006080529,0.009873298,0.0085980985,0.012698599,0.014084298,0.014791384,0.012138266,0.012645713,0.011740026,0.013005019,0.009836185,0.010762721,0.012012668,0.009356775,0.009823939,0.006553132,0.012640962,0.0028352907,0.010224094,0.007539401,0.009480262,0.012308809,0.0074733393,0.00045489566,0.0072189597,0.0012882892,0.0011967081,0.0076228515,0.009967972,0.010523273,0.0030136146,0.005828111,0.0080721,0.01092239,0.008743458,0.010575952,-0.0003334044,0.010744307,0.0074092364,0.0022361618,0.0062915497,0.0010105269,0.005370835,0.008633104,0.009617648,0.002556145,0.005641657,-0.006247679,0.0062706303,0.007296292,-0.0027588527,0.010964953,0.0108686965,0.006702692,0.007877286,0.008389032,0.0033601234,0.0046969913,0.0056088837,0.0067913453,0.006951628,0.0044149533,0.008653228,0.007526731
ASML,0.0080143055,0.013725211,0.01142292,0.013318331,0.011578503,0.014430414,0.012764691,0.012803616,0.011497544,0.008847469,0.015409805,0.0136421425,0.007771094,0.011943684,0.009609101,0.0058101714,0.009100437,0.0127214845,0.012166341,0.012248203,0.013453992,0.013786047,0.011938748,0.011429843,0.010741729,0.014115683,0.011749621,0.013855626,0.012688527,0.013020361,0.011699982,0.013509581,0.011597981,0.008778207,0.012135425,0.0033300198,0.015371218,0.014563574,0.01093061,0.012542957,0.0098266,0.011547806,0.013809094,0.0064999177,0.010883977,0.009353242,0.013921733,0.01550439,0.01615789,0.013537276,0.013882372,0.012841064,0.014388969,0.010713717,0.011817461,0.013009871,0.010120211,0.010886336,0.007276294,0.013911152,0.002940088,0.0112882005,0.008408053,0.010320359,0.0135115115,0.008107924,0.0001224135,0.007933684,0.0010817596,0.0011280535,0.008191576,0.010898189,0.011451618,0.0030078785,0.0062929206,0.008831523,0.011989813,0.00954237,0.011597614,-0.00041553727,0.011712588,0.007923506,0.0022815508,0.00676247,0.00064403657,0.005719375,0.009423873,0.010509741,0.0025801107,0.00606812,-0.007259091,0.0067963395,0.0079256715,-0.0030010538,0.011957505,0.011791648,0.007204305,0.0084792925,0.009085942,0.0034027407,0.004760586,0.0058779824,0.0071932105,0.0072503067,0.00464631,0.009314085,0.0080143055
NVDA,0.007095896,0.011652378,0.010133194,0.011547827,0.010432491,0.0118592875,0.011335093,0.010287274,0.010141267,0.00661368,0.012611141,0.011742035,0.0069803884,0.0099958815,0.008213557,0.004698379,0.007391233,0.01074613,0.009852725,0.01058752,0.0116194505,0.011476039,0.009660867,0.009705154,0.009236539,0.011925764,0.0097291535,0.011659116,0.010934338,0.011138554,0.009575988,0.011846337,0.009757611,0.007310545,0.010234352,0.0038710595,0.012652897,0.012125895,0.009418932,0.010439705,0.008321352,0.0095509,0.0119955735,0.0060318527,0.009743951,0.008146279,0.011619353,0.013168936,0.014077622,0.010921057,0.011532928,0.01109289,0.011802679,0.009244444,0.009990571,0.011319832,0.009131044,0.008775209,0.005699618,0.011726135,0.0034496486,0.009262194,0.007346915,0.008999896,0.011225514,0.006887123,0.00051290076,0.006561935,0.0008393,0.0017223924,0.007831019,0.009843973,0.009710937,0.0030770078,0.0055327527,0.006909337,0.009755767,0.0080533335,0.010008501,0.0004367528,0.010275943,0.0069940407,0.002583515,0.005862652,0.0013417723,0.0046947175,0.008480817,0.00868953,0.0031489234,0.005075312,-0.0039695506,0.006237045,0.0065209037,-0.0013741984,0.011046839,0.010575281,0.006589412,0.007848627,0.007887619,0.003610887,0.0049565723,0.0056134653,0.0066132867,0.0068869544,0.0040947744,0.008061896,0.007095896
BKNG,0.009053113,0.013224378,0.011687841,0.013061372,0.011843725,0.013485379,0.012770087,0.01201148,0.011600296,0.008706158,0.014216792,0.013241111,0.008411874,0.011694137,0.009986106,0.0061246064,0.009202686,0.012411401,0.011658504,0.012138712,0.013048869,0.0130993035,0.011448929,0.011368451,0.0109312255,0.013533659,0.011337722,0.01314498,0.0125140995,0.012679457,0.011314187,0.013242254,0.011319172,0.008717714,0.011842703,0.004883253,0.014256438,0.013755716,0.010737941,0.011942007,0.009885367,0.011177535,0.01347819,0.007502008,0.0111950105,0.009674969,0.013161366,0.0146365855,0.015358713,0.012595109,0.01318635,0.012630316,0.013468352,0.010933866,0.011576849,0.01286682,0.010536674,0.010621775,0.0076579778,0.013224066,0.004884121,0.010975886,0.008660565,0.010591309,0.012938598,0.008518539,0.0024228687,0.008102604,0.0029362068,0.0033580714,0.009128165,0.011080034,0.011399967,0.004488433,0.007314027,0.0088057695,0.011567316,0.0095464615,0.011517812,0.0018737288,0.011657675,0.008569067,0.004653913,0.0072321654,0.0032890993,0.0065591764,0.0098924795,0.010161917,0.0044773705,0.006809308,-0.0027534426,0.0077462224,0.008312009,0.00010900223,0.01248842,0.011805352,0.008267245,0.009380032,0.009263749,0.004997086,0.0067077517,0.0074720057,0.008121794,0.008554512,0.005750599,0.010037284,0.009053113
GOOGL,0.010200336,0.015723944,0.013455223,0.015285232,0.013522709,0.016293634,0.014640662,0.014802117,0.013409684,0.010991396,0.01717202,0.015730338,0.009725431,0.014020265,0.01174583,0.0077108247,0.0112387305,0.014742234,0.014225308,0.014284492,0.015523688,0.01582053,0.013868594,0.013530297,0.01288147,0.016092058,0.013569372,0.015841125,0.014631917,0.015009303,0.013710091,0.015289838,0.013644567,0.010570148,0.014183693,0.0051508504,0.017323218,0.016591286,0.012792994,0.014587227,0.011827573,0.013631453,0.01577698,0.008480316,0.012691842,0.011405539,0.016012117,0.017380562,0.017892554,0.015435717,0.01595864,0.014837497,0.016349431,0.012818445,0.01368713,0.015097472,0.012142701,0.013012889,0.009242745,0.015872454,0.0047381404,0.013184012,0.010013937,0.012368274,0.015582221,0.010120372,0.002320698,0.009872022,0.0034088283,0.0031758496,0.010179031,0.012707211,0.01347168,0.0050320774,0.008470889,0.010920943,0.014126818,0.0115062855,0.0133399395,0.0014834839,0.013653013,0.009898113,0.004614104,0.008597375,0.0029867245,0.007822192,0.011260965,0.012284117,0.004443182,0.008111243,-0.005456047,0.00882242,0.009886652,-0.0008848447,0.013916567,0.013539819,0.009130811,0.010636303,0.010987184,0.0054929033,0.007019572,0.0080932025,0.009184378,0.0093486775,0.006634635,0.011439508,0.010200336
ADI,0.0060524577,0.010708953,0.009124262,0.010543084,0.00937492,0.011087391,0.010338983,0.0094745,0.009148831,0.005850423,0.0119018145,0.010658459,0.006046574,0.0090396125,0.0072049685,0.003926662,0.0065248953,0.009792506,0.009043568,0.0095967585,0.010550863,0.010591769,0.008884719,0.008711564,0.008297956,0.010974647,0.008983111,0.010686242,0.010015809,0.010182651,0.008754232,0.010901158,0.008814054,0.006613617,0.0092363935,0.00279077,0.011833558,0.011191594,0.008483753,0.009436588,0.0074436953,0.008589272,0.01098861,0.0049824473,0.008818716,0.0072396044,0.010602504,0.01221412,0.013129986,0.010125599,0.010559193,0.010090701,0.010955885,0.008249523,0.009172328,0.010273986,0.007953024,0.007877997,0.0050514517,0.0107850125,0.0025820672,0.008518841,0.006719168,0.007981913,0.0103149,0.0059610857,-0.00038026855,0.0056919726,-4.3865293e-05,0.0008372066,0.0066576446,0.00888755,0.00882893,0.002135715,0.004487843,0.0061411103,0.0088434275,0.007156767,0.009229937,-0.0004128383,0.00924915,0.006076433,0.001594305,0.005093324,0.0002534415,0.003827184,0.007577213,0.00800567,0.0021982917,0.00431679,-0.0047936174,0.0052097333,0.0058678035,-0.0023788535,0.009933406,0.009623877,0.0057843598,0.006586085,0.0069522234,0.0024799113,0.0037818798,0.0045566764,0.0055917962,0.0058612986,0.0032589617,0.0070687253,0.0060524577
AEIS,0.0073335785,0.011974517,0.010259327,0.01181885,0.010728729,0.012244043,0.01135104,0.010798228,0.010390054,0.0072578257,0.013022555,0.012133108,0.0071783187,0.010397215,0.008583362,0.005326191,0.00781822,0.011145564,0.010251169,0.010773413,0.011916882,0.01178938,0.010159658,0.010030704,0.00947478,0.0122662885,0.010065572,0.012022705,0.011124811,0.011357657,0.00999212,0.011954425,0.01021724,0.0077932402,0.0106741395,0.0041600377,0.013051604,0.012546294,0.0097669745,0.011024981,0.008581935,0.010150807,0.012188482,0.006354913,0.0100610545,0.008343746,0.012079453,0.01350182,0.014274499,0.011412529,0.011882177,0.011340868,0.0122342445,0.009405535,0.010386486,0.011445368,0.009509871,0.00929089,0.006256885,0.012118661,0.0034530468,0.009628963,0.007649878,0.009326075,0.011529069,0.0072383964,0.00074657146,0.007089709,0.0013392586,0.0018333478,0.00807861,0.010075592,0.009945359,0.0032738037,0.0058002598,0.007390611,0.010208409,0.008471338,0.010279421,0.00071634166,0.010594078,0.0072796955,0.0027658069,0.0062143933,0.0014944463,0.005103481,0.008615774,0.008978804,0.003312245,0.005469176,-0.004079181,0.0066240015,0.006871636,-0.0009838745,0.0111221215,0.010669901,0.0065731,0.008086917,0.008245947,0.0038667344,0.0050423145,0.005892257,0.0069126626,0.0071161236,0.0045228065,0.008319806,0.0073335785
BIDU,0.0056550954,0.009495217,0.008278114,0.009526924,0.008827459,0.009411818,0.009334582,0.007914481,0.008463404,0.0046633594,0.009977147,0.009638939,0.0057074553,0.00790811,0.0065164072,0.003760242,0.005632106,0.0087430505,0.00752638,0.008529847,0.009519651,0.009103264,0.007540182,0.007761361,0.0073597226,0.009593039,0.0076797204,0.00938737,0.008867205,0.00893291,0.007440457,0.009897324,0.007864504,0.005989788,0.008235315,0.003767414,0.0101084,0.009646277,0.0077781826,0.008461363,0.006484058,0.007677231,0.009864968,0.005134908,0.008357148,0.006495384,0.009326406,0.010794418,0.011912508,0.008401782,0.009056115,0.009031317,0.009294254,0.007251323,0.008185481,0.009170612,0.007777848,0.0066192746,0.0042946893,0.0095253475,0.0030718923,0.0071957232,0.0061571756,0.007371191,0.0087812785,0.005370994,0.00017624721,0.005141914,0.00028173113,0.001395528,0.00688319,0.008474777,0.007722901,0.0025264462,0.0041116592,0.0050111795,0.0074961,0.006449165,0.008341574,0.0005202687,0.008622903,0.0057716137,0.0019421794,0.0048415037,0.0010996044,0.003447087,0.0070457896,0.006883677,0.002990781,0.0039526653,-0.0021102743,0.0052716294,0.0050558695,-0.0007489694,0.009411939,0.00895101,0.005258802,0.0065025566,0.0065051056,0.003133574,0.004175705,0.0047477665,0.005610468,0.0060572075,0.0033639022,0.0064069903,0.0056550954
EBAY,0.007391829,0.012557773,0.010689447,0.012337604,0.010739561,0.013006382,0.011986835,0.011341941,0.01065825,0.0074603194,0.01390903,0.0124474615,0.0071541714,0.010792202,0.008717152,0.004777848,0.007983578,0.011571835,0.010848574,0.011269156,0.012280492,0.012474417,0.01058228,0.010370228,0.009743078,0.012884872,0.010598828,0.012573603,0.01167598,0.011978556,0.010442211,0.01258762,0.010383067,0.007672699,0.010974759,0.0030917581,0.013868713,0.013148135,0.009889277,0.011153664,0.008871751,0.010245013,0.012781339,0.005922021,0.010216756,0.0085070655,0.012547638,0.014227779,0.015060034,0.012025714,0.012520866,0.011847597,0.012955293,0.009860742,0.010785111,0.012045303,0.009368653,0.00958009,0.006226917,0.012609888,0.0029982934,0.010105063,0.0076503986,0.009431278,0.012230955,0.007216229,1.2943987e-05,0.006841763,0.0006051413,0.001137088,0.00769081,0.010149772,0.0104485275,0.0026419917,0.00559882,0.0075951647,0.010689635,0.008519875,0.010687484,-0.0003545673,0.010738175,0.00716005,0.0022073886,0.0059392666,0.0007131491,0.0049158493,0.008712433,0.009361056,0.0025414128,0.005291938,-0.006001896,0.0061633103,0.0070189303,-0.002748882,0.011378881,0.011003441,0.006810591,0.007801817,0.008109575,0.003048543,0.0046128077,0.0054706205,0.006578531,0.006802716,0.004002925,0.008564655,0.007391829
AAPL,0.002128561,0.0076537775,0.0056457035,0.0072668744,0.0051216325,0.008928841,0.007840427,0.006971893,0.0055543575,0.0026470162,0.010182277,0.0070220614,0.0020077196,0.0058475127,0.0033128643,-0.00080468785,0.0028319368,0.006451265,0.0065091234,0.0065892413,0.007163207,0.008059923,0.0060903784,0.0053649833,0.0047264835,0.008348946,0.006611945,0.007991956,0.007218343,0.007470007,0.0058830716,0.008467777,0.005189771,0.0028077997,0.0058572916,-0.0033456488,0.009515664,0.008497486,0.004900409,0.0056274673,0.004319393,0.0044852514,0.008138284,0.00015540328,0.0042601605,0.0035930024,0.00756168,0.009653872,0.010473163,0.0081051905,0.008203428,0.007035665,0.008679639,0.005178647,0.0056795375,0.00738455,0.003422834,0.004789008,0.000822247,0.0078099007,-0.002556381,0.0058729146,0.0027938392,0.004019333,0.007869155,0.0023069223,-0.005972482,0.0017872937,-0.005767286,-0.0048217224,0.0014956458,0.0048038303,0.005808117,-0.0028551323,0.0007081344,0.00302378,0.005860582,0.0034566522,0.0058248537,-0.0069041066,0.0054798545,0.0020587952,-0.0042676167,0.0009049857,-0.005826705,-0.0003847899,0.004086146,0.005442649,-0.003664956,-0.00042445352,-0.014100946,7.0990063e-06,0.0021886379,-0.010452957,0.0061141807,0.006649027,0.0021887133,0.0024085129,0.0033784462,-0.0029909946,-0.0013607545,-0.0007292158,0.00115465,0.00095659355,-0.0016744481,0.0035861689,0.002128561
CDNS,0.008715631,0.01356955,0.011878454,0.013330763,0.012092922,0.014079616,0.013086865,0.012432134,0.011735106,0.008675041,0.01498846,0.013598999,0.008310379,0.011901288,0.009917138,0.0058756853,0.009232248,0.012602205,0.012011832,0.012439393,0.013437181,0.0135575505,0.011783286,0.011498716,0.011153869,0.013974033,0.011664718,0.0135405725,0.0128795225,0.01303522,0.011637532,0.013556594,0.011536029,0.008785195,0.012011154,0.004380256,0.01488296,0.014336958,0.010944519,0.012230725,0.010054171,0.01133999,0.013845776,0.0071457606,0.01129533,0.009812831,0.013493268,0.015186341,0.01591048,0.013195205,0.013634332,0.0128988745,0.0139915235,0.011080725,0.011774342,0.013168629,0.010365184,0.010841676,0.007614948,0.013664227,0.0044238786,0.011320829,0.008856162,0.010623635,0.0134133175,0.008470553,0.0015361821,0.008122283,0.002034909,0.0027261337,0.00891195,0.011177933,0.011631058,0.0039392533,0.007073504,0.008901791,0.011821365,0.009580873,0.011799965,0.001139676,0.011809272,0.008381842,0.0039524916,0.0071051195,0.0022312067,0.00627583,0.010033964,0.01048319,0.003909456,0.0066386815,-0.004233883,0.007502163,0.008279849,-0.0009902618,0.012626468,0.012037923,0.0082458155,0.009146207,0.009212401,0.004357644,0.0060254117,0.006903484,0.0077514146,0.007989801,0.0052547115,0.009840298,0.008715631
ATVI,0.0036745397,0.008043887,0.006623001,0.0079112705,0.0066922395,0.008456583,0.008209729,0.0067310967,0.0066182697,0.0030582864,0.009294348,0.007856592,0.0036026305,0.0063539054,0.004538526,0.0011412534,0.0038527502,0.007091664,0.006405891,0.0071534673,0.007871022,0.008016763,0.0061922483,0.006134703,0.005730984,0.008355536,0.0065409504,0.008125805,0.007618135,0.0076641245,0.0060716737,0.008765203,0.006038444,0.0039635617,0.0065008774,0.0002948041,0.009144563,0.00844904,0.005899881,0.0064912885,0.004984964,0.005539869,0.008551361,0.002503214,0.005954112,0.004783065,0.007838325,0.009592762,0.010672994,0.00749359,0.008015452,0.0075525166,0.008282366,0.0058181374,0.006426065,0.007890752,0.0052613937,0.0051119495,0.002176878,0.008122795,0.0003052554,0.0059387702,0.0041198917,0.0053458717,0.007771993,0.0034946278,-0.0027518286,0.0030445913,-0.0027227653,-0.0015595292,0.0041100364,0.0063253096,0.0063570114,-0.00015502423,0.0021833242,0.003540027,0.0061092516,0.0045054676,0.0066654435,-0.0030515436,0.0066806125,0.003701881,-0.0009819125,0.0026111682,-0.002040538,0.0012809001,0.0053082895,0.005693863,-0.00020184508,0.0016271179,-0.0072006327,0.0025252867,0.0033121905,-0.005190614,0.007477081,0.0074723847,0.0036282595,0.004314543,0.0045900308,0.00013637869,0.001483928,0.0020170626,0.003167273,0.003496606,0.0006949729,0.0046741776,0.0036745397
