,pr_1m_0m_cross,mv_cross,btm_cross,mom_12m_1m_cross,ram_12m_0m_cross,vol_3m_cross,res_mom_12m_1m_0m_cross,res_vol_6m_3m_0m_cross,asset_turnover_cross,gpa_cross,rev_surp_cross,cash_at_cross,op_lev_cross,roe_cross,std_u_e_cross,ret_noa_cross,etm_cross,ia_mv_cross,ae_m_cross,ia_ta_cross,rc_a_cross,r_s_cross,r_a_cross,fred_ff_cross,t3m_cross,t6m_cross,t2y_cross,t3y_cross,t5y_cross,t7y_cross,t10y_cross,aaa_cross,baa_cross,snp500_pr_cross,wilshire500_pr_cross,ted_cross,t1y_ff_cross,t5y_ff_cross,t10y_t2y_cross,aaa_t10y_cross,baa_t10y_cross,aaa_ff_cross,baa_ff_cross,core_cpi_cross,core_pce_cross,core_ppi_cross,cpi_cross,pce_cross,ppi_cross,trimmed_pce_cross,unemploy_cross,retail_mfr_cross,m1_cross,m2_cross,export_growth_cross,import_growth_cross,real_gig_cross,real_pig_cross,federal_tg_cross,real_gdp_cross,corporate_tg_cross,industrial_prod_cross,home_pr_cross,wti_cross,capa_util_cross,snp500_pe_cross,snp500_vol_cross,pr_1m_0m_serial,mv_serial,btm_serial,mom_12m_1m_serial,ram_12m_0m_serial,vol_3m_serial,res_mom_12m_1m_0m_serial,res_vol_6m_3m_0m_serial,asset_turnover_serial,gpa_serial,rev_surp_serial,cash_at_serial,op_lev_serial,roe_serial,std_u_e_serial,ret_noa_serial,etm_serial,ia_mv_serial,ae_m_serial,ia_ta_serial,rc_a_serial,r_s_serial,r_a_serial,fred_ff_serial,t3m_serial,t6m_serial,t2y_serial,t3y_serial,t5y_serial,t7y_serial,t10y_serial,aaa_serial,baa_serial,snp500_pr_serial,wilshire500_pr_serial,ted_serial,t1y_ff_serial,t5y_ff_serial,t10y_t2y_serial,aaa_t10y_serial,baa_t10y_serial,aaa_ff_serial,baa_ff_serial,core_cpi_serial,core_pce_serial,core_ppi_serial,cpi_serial,pce_serial,ppi_serial,trimmed_pce_serial,unemploy_serial,retail_mfr_serial,m1_serial,m2_serial,export_growth_serial,import_growth_serial,real_gig_serial,real_pig_serial,federal_tg_serial,real_gdp_serial,corporate_tg_serial,industrial_prod_serial,home_pr_serial,wti_serial,capa_util_serial,snp500_pe_serial,snp500_vol_serial
t7y_cross,-0.0039067357,-0.0055682585,-0.004394294,-0.015866337,-0.012811856,0.001268415,-0.0061293636,-0.0032833253,-0.010480531,-0.0011291563,-0.0045700646,-0.005529926,-0.0024202352,-0.00044363353,-0.01458881,-0.0022522972,0.006209439,-0.0044935388,-0.0071357223,-0.0009185786,-0.007708812,-0.009583454,-0.0061471094,-0.0070963,-0.004608223,-0.0037235364,0.0019509436,0.0037248374,0.0065236473,0.0068832724,0.0068136672,0.007523625,0.0072018513,-0.012964978,-0.013049917,0.005666984,0.012925461,0.010102693,-0.0016571765,-0.0017731743,-0.0036791451,0.00026463135,0.0026035102,-0.0017218709,-0.0070408806,-0.0033226223,0.007817727,-0.005049915,0.006177085,0.0045936336,0.005339434,-0.0041565597,-0.004344599,-0.0072850436,0.0022890551,0.0016930252,0.0021263012,-0.00040481804,-0.0032593452,-0.0011648892,-0.0015444593,-0.0069952435,0.001817884,0.008172556,-0.0004017966,-0.00079665944,0.0022623152,-0.008925976,-0.020395992,-0.009192282,-0.0069863955,-0.008007534,0.008458316,0.0056679077,0.005231289,-0.0100005735,0.00036315923,-0.004148755,0.004342883,0.012162532,-0.007734303,0.0047430447,-0.0071094134,-0.011068338,3.0564843e-06,-0.013138436,0.0026988331,0.002108595,-0.0040466925,0.004057454,-0.0048010373,-0.00081805815,-0.0040966035,0.0002607543,0.0014208633,0.0008998213,0.0032058437,0.0024852394,0.0074690636,0.009846653,-0.009524926,-0.010859962,0.0029256186,0.01088868,0.0066174497,0.00016902247,0.0028609915,-0.0017225142,0.003153607,0.003932907,-0.0057636974,-0.0074831955,-0.0035756195,0.0037364434,-0.0056156614,0.0030906838,0.0028721793,0.003132909,-0.003083296,-0.0020885759,-0.005563299,-0.0002392499,0.002363016,0.0030581905,0.0023869688,0.0036821645,-0.0012996283,0.001614575,-0.003511572,-0.0014062584,0.0051908446,0.0013759051,-0.0024358702,0.003892614
t10y_cross,0.006489111,0.014351782,-0.009145572,0.0011016176,-0.0047784657,-0.003567265,-0.0068569914,-0.0070649963,-0.008986987,0.0014842823,-0.003128822,0.0116890585,-0.00027545315,-0.0067223413,-0.0006373072,0.008263769,-0.013660794,-0.0018503522,-0.0039552576,0.0031636502,0.00031658073,0.002376016,0.0075171213,-0.00075104274,0.0023684222,0.0007612013,-0.004935687,-0.0013104384,-0.0007949983,0.0003073637,-0.00020887912,0.0038006308,0.0043002823,-0.010442248,-0.0104349395,-0.0083583305,-0.004331929,-0.004112928,0.0013347177,0.0003051212,0.0023943314,-0.003539975,-0.0016038734,-0.0013042394,0.0039195395,0.0033785647,-0.0031298217,0.0023889507,-0.0077786376,-0.0027492482,-0.0034584256,0.00050298445,0.00057657063,-0.0019520102,-0.0010452059,0.00053879735,-0.00015582808,0.0024199646,0.0048191105,0.0011388249,0.0043437555,0.0026717072,-0.0038073633,-0.0038041507,0.0033400464,-0.0063435435,0.0023805026,0.007742633,0.012152201,-0.00068452256,-0.0072956546,-0.0020023338,0.0101764025,-0.00796518,3.7299935e-05,-0.013708136,-0.010739088,-0.003063597,0.00065808336,0.0013442488,0.0012181723,-0.011735237,0.002009932,-0.0023554496,0.0038076723,-0.0030091363,0.0052324673,-0.0015119889,-0.00022445817,0.008432487,-0.0010831547,-0.002191455,0.0017695432,-0.0006596078,6.0701568e-05,0.0012677805,-0.00037689164,0.0018352205,0.0046045543,0.0035933661,-0.007712886,-0.007449658,-0.007462559,-0.0047923923,-0.0060111247,0.0061187623,0.0012053794,0.0038529332,-0.0033988361,-0.0018535778,0.0017105716,0.0051977737,-0.001491325,0.0026405987,0.006579537,-0.0015046461,-0.0009259891,0.001076949,0.0011750829,0.00021514003,-0.0021123916,-0.002153318,-0.0018971262,0.0013914516,0.00081126636,0.0055788946,0.0017596867,0.0054270034,0.004542422,0.0001253885,0.0021355841,0.0022489452,-0.0072573577,0.004115947
aaa_cross,0.0020749457,-0.013414683,0.0012511994,0.018716792,0.019346664,-0.029552817,0.0046508675,-0.019382669,-0.0055302405,0.0043924954,-0.0027072811,0.015344623,-0.015842082,-0.003857552,0.008862169,-0.0008904276,-0.010086294,-0.004217892,-0.0011504919,-0.01311762,-0.0026789492,0.0006865164,-0.011842257,0.009555477,0.010425407,0.011341071,0.008560035,0.0077241436,0.002744021,0.0010957358,0.00050170027,-0.010624473,-0.00012532179,0.02163326,0.021911012,0.012881846,-0.018247101,-0.006521434,-0.010152049,-0.0023610052,0.004766391,-0.015953839,-0.0042388844,0.009586401,-0.00466824,0.0088023115,0.0063228128,0.001207795,0.018181775,0.0076725213,-0.009640694,0.015792763,-0.012217883,-0.00092956977,0.00854745,0.0035293812,0.005532956,-0.0051706377,-0.0030049002,-0.0024447327,-0.006905157,0.013462847,-0.018778333,-0.010216761,-0.0012020508,-0.018513804,-0.0076946826,0.030069659,0.020796936,0.01573175,0.01677371,0.039998583,-0.018730998,0.024203705,-0.03381631,0.008788885,0.025101645,-0.020784393,0.018735742,-0.0034551332,-0.009829195,0.02346837,0.033595216,-0.0038716327,-0.011307661,0.024309445,-0.014378971,0.002379094,0.023925856,-0.00981188,0.016582899,0.015518392,0.0106329685,0.013195606,0.013918731,0.010193765,0.007451432,0.0076319897,-0.0072327093,-0.0038560862,0.0009416224,0.0005451704,0.030803299,-0.00910933,-0.005250103,-0.015981438,-0.005171417,0.0016738054,-0.0038680944,-0.0056228447,0.004860602,0.00259503,0.006001421,0.013970328,0.007928342,0.01777138,0.0065691764,-0.013186295,0.004020994,-0.024786696,-0.005568314,0.009206926,0.0015962102,-0.0017947587,-0.0096335225,-0.016059732,-0.0008692277,-0.011479921,0.012030464,-0.021118233,-0.0018654084,-0.0016256685,-0.02111934,-0.0147105865
baa_cross,0.005765335,-0.019975891,-0.0038671284,-0.0025875485,0.009461048,-0.024189347,-0.00066834514,-0.013557448,-0.005341258,0.0017710422,0.0001743034,-0.0037574763,-0.0031812838,0.0007997184,-0.006474113,-0.007328392,-0.006954116,-0.005548914,-0.004480177,-0.010777787,-0.0044558127,-0.010059663,-0.01044912,0.009913446,0.009386675,0.0068738465,0.014099448,0.015157267,0.017097516,0.019486124,0.018116904,0.004610541,0.0059445016,0.0050807525,0.0061738035,0.013319691,0.001513225,-0.0045161163,-0.0076602795,-0.0077616856,-0.0032697185,-0.0021649,-0.004098135,0.0046211435,-0.01911397,0.0016864438,0.0032001024,-0.017583864,0.0061215814,0.006559341,0.0004980209,0.00897585,-0.016272534,-0.012502851,0.015531031,0.017084915,0.00070550805,0.006021555,-0.014683606,0.003277379,-0.004975232,-0.013397808,-0.012227259,-0.008832469,0.0044072145,-0.0037262249,-0.011200119,0.021943543,0.001998568,0.0041029225,0.005438936,0.024613447,-0.013631456,0.014042291,-0.01837506,-0.0073408578,0.0144729335,0.0019482569,0.016943127,-0.00033189566,-0.026197195,0.016477436,0.0030508894,-0.025801282,-0.0022392129,0.008897219,-0.008443027,0.0033400971,0.0064778375,0.010955242,0.012197845,0.012718412,0.010966753,0.014434355,0.014204235,0.014546079,0.015879344,0.013358379,-0.0020222461,0.00031408656,-0.0025643467,-0.003671662,0.025177589,0.0070644524,-0.0022635136,-0.010718423,-0.007505103,-0.0035509227,-0.0014367824,0.0003701467,-0.003924855,-0.011298257,-0.0011063633,0.0043310844,-0.008647522,0.006163519,0.003689001,-0.007324628,0.0041470095,-0.017144566,-0.010641279,0.012650781,0.014343397,0.0038203355,0.002601839,-0.018188544,0.0024228017,-0.0072010313,-0.0053322525,-0.016218126,-0.0024445325,0.003655976,-0.0063439836,-0.011065687
snp500_pr_cross,-0.0034421333,-0.027133144,0.006424833,-0.017092757,0.000557809,-0.024667138,-0.00922754,-0.011780593,0.0023856906,-0.0065018204,0.0035366982,-0.045599498,-0.0103945825,0.02346757,-0.020651625,-0.018014664,0.031550802,-0.0035902483,0.006123001,-0.016784545,-0.01034265,-0.020149566,-0.02302901,0.014634326,0.010952779,0.01089026,0.015953036,0.015321996,0.0165787,0.016485553,0.015040519,-0.0007465626,-0.0020103368,0.02614751,0.027236633,0.016557159,0.013550924,-0.0032153844,-0.018002467,-0.013120449,-0.010491926,-0.0090249395,-0.0018688375,0.0075790477,-0.03143375,0.01011869,-0.003298473,-0.030167729,-0.0008360971,0.008100005,-0.013068915,0.013349731,-0.018435828,-0.012558863,0.020590654,0.019309139,0.0051733647,0.0057061613,-0.0022198886,0.0052440586,-0.0016652273,-0.034892596,-0.0067889993,-0.015215878,0.007545518,-0.00096487696,-0.0069513,-0.0030225243,-0.009567373,-0.0060765226,0.022026766,0.00560224,-0.03496832,0.015953282,-0.015385713,-0.0011407201,0.018369056,-0.011647998,0.0006488017,-0.012545655,-0.0071742116,0.03523815,-0.00842241,-0.009828633,0.0027337817,0.034580044,-0.029220087,0.00440476,-0.0030193254,0.011162108,0.014873456,0.014246232,0.016395781,0.016534025,0.014696229,0.016525233,0.013825222,0.011189741,-0.01680623,-0.013690915,0.026100183,0.02582144,0.033795148,0.01572045,-0.008378812,-0.027074292,-0.011954482,-0.008131803,-0.011514716,-0.009287664,0.0059258016,-0.03273084,0.008551871,-0.0025211913,-0.024962794,-0.004860496,0.011055847,-0.01631752,0.0130301975,-0.008511987,-0.00717112,0.020664698,0.020304501,0.017657705,0.0029053015,0.0034419089,0.007740463,-0.011234017,-0.025930839,-0.014497161,-0.010265781,0.008538807,-0.0063158167,-0.0035374109
wilshire500_pr_cross,-0.009048567,-0.026034882,0.0058522983,-0.020714728,-0.0058865556,-0.02872653,-0.01603823,-0.017594328,-0.0042529306,-0.009354659,-0.0029347492,-0.05069366,-0.01899259,0.026028484,-0.031043543,-0.012367848,0.035211317,-0.005930622,0.003193742,-0.014728344,-0.016602343,-0.023162885,-0.024657646,0.010926928,0.005094904,0.012837466,0.011215653,0.013637442,0.013709455,0.01637764,0.015707448,0.0038510174,0.0017312774,0.018506398,0.01826172,0.01688379,0.0071443575,-0.0015112411,-0.016386759,-0.009524565,-0.0041640457,-0.010546179,-0.00085810316,0.0046599954,-0.031114653,0.007405331,0.0013332501,-0.030067308,0.00033785775,0.018053107,-0.014335957,0.018229842,-0.021014515,-0.016849468,0.016777562,0.016015641,0.011688084,0.010829654,0.0141584175,0.014380979,-0.008107714,-0.035383582,-0.00780828,-0.013584876,0.016834706,-0.0095820865,-0.0033195987,-0.0069937506,-0.013421841,-0.008607155,0.027561542,0.014399946,-0.035820093,0.012723824,-0.019228715,-0.008695397,0.014574168,-0.025166899,-0.004778623,-0.0035634602,-0.007280888,0.032419056,-0.00017151597,-0.0061282828,0.0006747032,0.034038316,-0.024787636,0.0018715519,-0.0024033175,0.007670878,0.014879296,0.017403452,0.016744018,0.016500827,0.016838381,0.0149475215,0.013299537,0.011525629,-0.00918299,-0.0025387537,0.014335204,0.014184154,0.030182015,0.009750781,-0.00933758,-0.027105916,-0.006374941,0.000541974,-0.010577344,-0.00920611,0.0031641526,-0.030913042,0.0046428367,0.0012791594,-0.022935359,-0.006662167,0.016624033,-0.012710931,0.016447973,-0.012272587,-0.0124314735,0.015618202,0.015150261,0.02575153,0.010678746,0.021696584,0.019168464,-0.019393446,-0.023960365,-0.018318241,-0.009526585,0.019947445,-0.020250408,0.0007700899
ted_cross,0.009162088,0.016244726,0.0085451985,0.01698617,0.0076576774,-0.0057113273,0.0070792846,-0.00076844764,0.004818341,0.011127617,0.005335356,0.034652967,0.005072407,-0.0040712496,0.029326659,0.014633583,-0.012453573,0.0061343103,0.0026171529,0.0021020821,0.013847154,0.018363502,0.009272129,0.00017774501,0.0032753344,0.0013010168,0.0035315952,0.00075901335,-0.0026706983,-0.0060305656,-0.0067400783,-0.0042849975,-0.0060009914,-0.0016581465,-0.0023937817,-0.008361972,-0.015116688,-0.0033621383,0.005676838,0.0034195215,0.00015500642,-0.00216345,-0.0063352254,0.0034360706,0.012258978,0.00030931493,0.004290156,0.017234089,0.010886264,-0.0032628353,0.0008846526,-0.0024584546,0.0042887274,0.007733151,-0.0014956105,-0.0066677844,-0.0048907846,-0.008422819,-0.013214302,-0.012003526,0.005000606,0.02632528,-0.014401734,0.00994954,-0.005538733,0.0008634721,-0.00539545,0.020106975,0.011425189,0.027198592,-0.021054532,-0.009690257,-4.2328145e-05,-0.020339414,-0.004551429,0.01045701,0.0019173254,0.006175294,0.0019640487,-0.0052776625,0.014725861,0.0041368688,0.015427343,0.00012822077,-0.0026228002,-0.005253441,0.006645116,0.0033433295,0.015593288,-0.022039268,0.003762082,0.0038754884,-0.0011515792,-0.0010806631,0.002455431,-0.0014801206,-0.00068518636,-0.00033814978,0.0070987865,-0.0026319635,-0.010273891,-0.01011702,-0.0038613789,-0.008904316,0.003132639,0.002811986,0.0003329165,-0.005474973,0.0011975798,-0.0017410762,0.00066636037,0.015702374,-0.00030932762,0.006468816,0.017055798,0.014965955,-0.007592135,-0.0015457995,-0.0075965957,-0.007247594,0.0014180717,0.00021875126,-0.005317758,-0.013999685,-0.010653627,-0.025357787,-0.014659712,0.009285474,0.021469098,-0.011609837,0.010546013,-0.007938515,0.006901359,-0.011781445
t1y_ff_cross,0.006449296,0.0045984406,-0.0018343853,0.013877729,0.010097071,-0.011577839,0.00563187,-0.009519692,-0.003900376,0.0070261783,-0.001954574,0.015636882,0.0001474233,-0.00090804603,0.01033094,0.005664172,-0.013558311,-8.545627e-06,-0.0034573486,-0.0003336281,0.0047491346,0.006204177,0.0058037615,0.010104813,0.010536669,0.0063346727,0.0055306326,0.001993711,0.00075853476,-0.00045459706,-0.001859177,-0.0076725096,0.00012663711,-0.001801639,-0.0011881826,0.00053855695,-0.025040999,-0.016524252,-0.010816709,0.003234008,0.005910784,-0.008551037,-0.013857945,0.003767326,0.008263992,0.0063445843,0.008386927,0.008996521,0.0061839484,0.014347175,-0.0074516293,0.0014421949,0.000119063596,-0.0031891372,-0.005776138,-0.005749704,0.010527225,-0.004325906,0.0074663176,-0.0023660925,-0.0040035513,0.010288392,-0.006634585,0.0037094175,-0.0037412315,-0.011937532,0.00048478914,0.020912394,0.02374164,0.017899476,-0.011456173,0.0115409475,-0.0065662283,-0.00035500113,-0.020428274,-0.010175496,0.004287457,0.0034312962,-0.001895944,-0.012298235,0.00343227,0.0029319383,0.0025551743,0.008464958,-0.0029899753,0.00014591054,-0.0059299436,0.0002787115,0.008883861,-0.009101447,0.008595776,0.008458704,0.0072233467,0.005178628,0.0019970424,3.8478844e-05,-0.00095361983,-0.0009568854,-0.0066396636,-0.00064770784,-0.0055127083,-0.0059415996,-0.0011339337,-0.024247883,-0.0124269575,-0.005796635,0.0029382573,0.005585669,-0.0064842477,-0.008032112,0.004133214,0.011967275,0.0054386705,0.009624283,0.010814916,0.0050734123,0.012452212,-0.007489596,-0.001538514,-0.002042527,-0.0022580277,-0.008302507,-0.0069034016,0.00348239,-0.007012242,0.0027215937,-0.003947107,-0.0025592207,0.0071983044,-0.00670618,0.005019374,-0.0052890605,-0.012586549,-0.00040813244
t5y_ff_cross,-0.0024688693,-0.011253899,-0.003757997,0.008971062,0.0039309305,-0.00023685861,0.0023882105,0.0019913998,0.00043230504,0.00800281,-0.00095263985,0.016671998,0.006817212,-0.013102892,0.0103744585,0.00047689487,-0.01622351,0.0013741065,-0.002638969,0.0020298157,0.005288458,0.006186018,0.0015809298,-0.006014754,-0.005672923,0.0041746283,-0.0037138136,-0.005340102,-0.00040542992,0.0041870936,0.0044155936,0.0105052795,0.015400909,-0.013750111,-0.014786393,-0.00048731576,-0.0015574816,0.0038685957,0.0022748993,0.0032155658,0.0059348987,0.0030933074,0.0017472648,-0.008237637,-0.0027442998,-0.013085975,0.0015610445,-0.003793972,0.0040183924,0.003268019,0.0015786898,0.0050831996,-0.007890155,-0.005976824,-0.002915568,0.0011803824,0.0030872407,0.0092667965,-0.004132744,0.0032578956,-0.013283485,0.0035092556,0.0010303886,-0.004168561,0.0042156004,-0.010889837,0.00047822774,0.004502122,0.010789756,0.008311559,-0.012353519,0.0011633992,0.013178533,-0.0034865027,-0.0037747507,0.0023482733,0.0040341504,0.004593885,0.020561116,0.014006949,-0.013296086,-0.0047288234,0.009995239,0.0020094789,0.0051992186,0.0069359504,-0.002181755,-0.0022683798,0.010294377,0.00092022587,-0.0019369726,-0.001032003,-0.004636254,0.002917655,0.0004976321,4.2924366e-05,0.0001565359,-0.00042901374,0.008454095,0.015469108,-0.017335912,-0.017243784,-0.0002659387,-0.0016868913,0.0055137295,0.0024118968,0.0016729698,0.0056488123,0.006603223,0.0060975673,-0.0071584545,-0.00095523125,-0.0047742766,0.0005340952,-0.0022631788,-0.0003346352,-0.00080567115,0.004090548,0.0040074573,-0.009672963,-0.0032738054,-0.008466207,-0.005371314,0.003231455,0.0049190857,-0.009738084,0.0018777305,-0.011585906,0.00035082275,0.0039043808,-0.004032904,0.001226101,-0.006446836,0.0035891382
t10y_t2y_cross,0.008292598,0.005599458,-0.004290363,0.025670867,0.017849563,0.0065063625,0.015055383,0.0054124566,0.0059090983,0.010076782,0.0076212552,0.0255445,0.01395413,-0.0064171157,0.019081794,0.003106558,-0.019878613,0.0052116765,0.0016993354,0.0041917907,0.016455207,0.015964707,0.017057763,0.005414767,0.011327738,0.0011452361,0.00080473325,0.0039283154,-0.001440382,-0.0053533707,-0.006643207,-0.013724775,-0.012202822,-0.0014812131,-0.001976398,0.0023711966,-0.023173159,-0.014548173,-0.0050525623,0.00014777324,-0.0035556632,-0.0051123607,-0.015636109,0.007948132,0.013401675,0.006271839,0.007323648,0.014320156,0.0072646774,0.0022152623,-0.008435723,-0.0064140484,0.0029002358,0.004204857,-0.0061304336,-0.0049212934,0.0064669233,-0.004963678,-0.0078681875,-0.0032628733,0.007922132,0.017244868,-0.0004693661,0.004383327,-0.007314971,0.0016625696,-0.0055989274,0.015496089,0.033283476,0.0017306943,-0.009010741,0.0040877857,0.0031725736,-0.010268427,-0.012087857,0.007641103,0.009856788,0.023577172,0.00061158993,-0.006505066,0.00466831,-0.01932104,-0.0005896272,0.0037526058,-0.0076650563,-0.009787652,0.006188085,0.014420956,0.011490481,-0.0030224184,2.9142946e-05,0.003734549,-0.0005987203,-0.0032340763,-0.0012271819,-0.004868801,-0.0045884834,-0.0036594975,-0.003433129,-0.008335752,-0.007897917,-0.00732006,-0.0043601696,-0.01960446,-0.010145231,0.0019832777,-0.0035737199,-0.0061841845,-0.0050150706,-0.0068905433,0.005251335,0.017969303,0.0019143313,0.0060314178,0.013491364,0.008043301,0.0027888285,-0.0022170942,-0.0068822205,-0.0029366894,0.0031290518,-0.005165412,-0.0055641425,-0.0028261947,-0.00730763,-0.015882352,-0.0089236265,0.012519763,0.011420006,0.004649397,0.0035995522,-0.010094654,0.0078787375,-0.008719703
aaa_t10y_cross,-0.009548089,-0.0062848954,-0.00048825872,0.016281126,0.007374799,-0.00057040784,0.0014348716,0.004962741,0.00025219348,0.00075233035,-0.0017453982,0.025795016,-0.0023623575,-0.01232495,0.018750146,0.0040392736,-0.019951507,-0.0006885807,-0.00030656962,-0.0043204343,0.0030906962,0.008969419,0.0012532051,-0.0059297187,-0.002242215,0.0060614203,-0.0029740678,-0.0021987334,-0.0038081852,-0.0037593425,-0.0057488843,-0.0098838555,-0.008191198,0.0048259003,0.00479635,-0.0031265195,-0.005987827,-0.002207323,-0.0016683206,0.002193335,-0.00020236644,-0.0022416068,-0.0036192087,0.009962138,0.0048446185,0.00358322,0.0023555344,0.010560896,0.013390389,-0.001300226,0.003759055,0.002513549,0.0074883713,0.0070636976,0.0033315565,0.0026787166,-0.006756575,-0.0063082846,-0.010977023,-0.0064031617,0.005041464,0.029007623,-0.003153714,-0.0016767293,-0.0050675254,0.0057583787,-0.0055792574,0.0074014543,0.0079794675,0.014034881,0.0036838506,0.014772424,-0.0076782275,-0.010914438,-0.004553539,0.013457192,0.008386555,-0.007237827,0.0131709445,-0.0018261651,-0.0066721197,0.008333942,0.017816605,-0.006338753,-0.0019881327,0.0067822505,0.0077019767,-0.007274537,0.008283178,-0.017715324,0.005379439,0.0032848024,-0.001753748,0.005039236,0.0042967545,0.0037866924,0.005469341,0.005073774,0.004608591,-0.003067183,-0.0054731965,-0.005923559,-0.0021959068,0.0008916042,0.0006534924,-0.00023950727,-0.0021188534,-0.0068132463,-0.00069674256,-0.002730094,0.0038989023,0.008381008,0.0047918265,0.005886137,0.013322694,0.014684993,0.002586876,-0.005852933,-0.0033375213,-0.004362885,-0.00077961874,0.0057425746,0.0016043424,-0.016794775,-0.0051574046,-0.020296445,-0.0027693291,0.0044151945,0.023718689,-0.0030028527,0.002786726,-0.0042059068,0.009144101,-0.013284845
baa_t10y_cross,0.0036743127,-0.01681229,0.0071537658,0.000669003,0.0069451216,-0.016488878,-0.0038056038,-0.0033332424,0.0068577924,0.0053602024,0.009416968,0.012654181,0.0003108607,0.0038237683,0.0037154127,-0.0004687482,0.0028968032,0.0020299095,0.0018819667,-0.0023643284,0.0071267434,0.0019211464,-0.004026557,0.0029093511,-0.0015733843,-0.00016791178,0.0050033187,0.006494333,0.00792644,0.008160332,0.00782902,0.004353146,0.0076107723,0.00079567696,0.0014529168,0.0130464425,0.0071390914,0.009627127,0.0023941137,-0.00085235306,0.0020328185,0.007287001,0.008645942,-0.0009953326,-0.012061956,0.0021284365,-0.002540917,-0.008683263,0.0029360035,-0.0026557003,0.0054740137,0.009191551,-0.003551124,0.002363337,0.008279456,0.0056654788,-0.006590995,-0.0027473234,-0.01665993,-0.0066661546,0.0016612001,-0.007361211,-0.008588639,-0.004466114,-0.0044905907,-0.0012644783,-0.0069571817,0.007301366,-0.017273141,0.0122085875,-0.00060714805,0.0054513616,-0.02241965,-0.006918565,-0.013341117,0.0065894015,0.013340775,0.0060733287,0.020691136,0.0013201113,-0.0037317583,0.0065453537,0.016819587,-0.01197037,-0.008041088,0.0049036783,0.0013916905,0.009365418,0.008227006,0.0013595613,0.0025539356,0.00079863385,0.001520674,0.0047293785,0.0069909003,0.0063303756,0.008132961,0.0066932915,0.003735333,0.004137513,-0.009768937,-0.009521377,0.022958247,0.010743608,0.010440918,0.0005078207,-0.002165642,-0.002399681,0.006765275,0.005200105,-0.0071829124,-0.0081345625,-0.007311161,-0.0001978759,-0.0048181033,0.0049366,-0.007730719,0.00044885633,0.0019839301,-0.010681171,-0.0010350955,0.0100861415,0.0060583646,-0.011670472,-0.004131631,-0.022771945,-0.0062003005,0.0022840414,-0.0023875968,-0.0128591815,-0.00054203096,-0.004317499,-0.0016303711,-0.012467234
aaa_ff_cross,0.009208863,0.019495076,0.007404516,0.023312993,0.008764804,-0.012228116,0.002254308,-0.004835652,0.0045845318,0.0045579425,-0.0016021122,0.026102731,0.0025327506,-0.021385258,0.03185406,0.0022843028,-0.020055579,0.004679543,0.0002518113,-0.0015425002,0.011512996,0.019871803,0.0069854306,0.003642176,0.0011737531,-0.0016515623,-0.0019759792,-0.006520466,-0.0083059855,-0.011423328,-0.010865199,0.0024200669,0.000655542,0.00035747886,-0.0007828872,-0.012137264,-0.010153209,-0.004071166,0.0009089608,0.004616806,0.0040445616,0.002299408,-0.006089032,-0.006663634,0.031982906,-0.007639748,-0.0027045072,0.030782761,0.0020623156,-0.0041891043,0.008578332,-0.0004450305,0.0040937765,0.011914743,-0.0035067417,-0.0057981936,-0.0064443303,-0.0036661162,-0.013444317,-0.0083870515,0.0014470768,0.04165108,-0.0054904167,0.00068258855,-0.0058666947,0.0025646964,-0.0061061303,0.023646608,0.04051943,0.041504584,-0.024212996,-0.0063783918,0.0006291659,-0.02497708,-0.011749003,0.012392026,-0.0052173855,0.015158241,-0.013282618,-0.0068782754,0.007404178,-0.013004867,0.00045095268,0.0261056,0.008656714,-8.097442e-06,0.0042581125,-0.0022810989,0.017484939,-0.026709195,0.0016157897,0.0018969596,0.00015716694,-0.0012681937,-0.0056023947,-0.0041058892,-0.0061561684,-0.005447248,0.007754021,-0.0015501617,0.0009330404,0.0003616796,-0.014087012,-0.010009772,0.00046932808,0.0012172466,-0.00057810155,5.042227e-05,-0.0005814339,0.0019677468,0.0024772165,0.028691607,0.0020089687,7.406401e-05,0.025850149,0.0074018887,-0.005701108,-0.0008934825,-0.002531435,-0.005620974,0.008392879,-0.0038007703,-0.007883427,-0.0093909,-0.008565417,-0.02419072,-0.013309205,0.0071970574,0.02844317,0.00021722575,0.0002423838,-0.012282248,0.011606095,-0.0068719652
